MRUN,n_oportunidades,n_supera,n_supera_con_empate,mejor_puntaje,mejor_margen,tiene_alternativa,estado3,n_preferencias,n_carreras_distintas,DEP_NOMBRE,CLEC_MAX,MATE1_MAX,ptje_obligatorias,decil,grupo_hipotesis
6729927,1,1,1,647.1,197.60000000000002,True,Con alternativa alcanzable,2,1,Part. Subvencionado,597,767,682.0,4,Otro
6730172,11,10,10,636.9,282.29999999999995,True,Con alternativa alcanzable,2,1,Part. Subvencionado,636,596,616.0,3,Otro
6730692,44,40,40,552.4,173.79999999999995,True,Con alternativa alcanzable,8,6,Part. Subvencionado,576,516,546.0,4,Otro
6730986,2,2,2,526.6,123.40000000000003,True,Con alternativa alcanzable,5,3,Municipal,486,526,506.0,2,Publico
6731080,19,16,16,550.5,182.8,True,Con alternativa alcanzable,2,1,Corp. Adm. Delegada,511,579,545.0,8,Otro
6731541,0,0,0,,,False,Sin candidatos evaluables,2,2,Corp. Municipal,682,648,665.0,2,Publico
6732369,77,61,61,622.4,267.79999999999995,True,Con alternativa alcanzable,9,9,SLEP,555,460,507.5,6,Publico
6732646,1,0,0,650.7,-260.5999999999999,False,"Con candidatos, sin alcanzar",6,2,SLEP,782,526,654.0,3,Publico
6733360,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,569,529,549.0,99,Otro
6734630,5,4,4,842.8,256.9,True,Con alternativa alcanzable,1,1,Part. Subvencionado,687,529,608.0,99,Otro
6735339,1,0,0,855.5,-55.799999999999955,False,"Con candidatos, sin alcanzar",11,2,Part. Subvencionado,770,890,830.0,4,Otro
6736634,28,24,24,639.5,271.8,True,Con alternativa alcanzable,7,6,Part. Subvencionado,484,539,511.5,2,Otro
6737272,8,6,6,706.6,343.70000000000005,True,Con alternativa alcanzable,6,2,Part. Subvencionado,567,672,619.5,7,Otro
6737316,1,0,0,872.3,-39.0,False,"Con candidatos, sin alcanzar",8,1,Part. Subvencionado,841,975,908.0,10,Otro
6739864,18,18,18,834.1,454.0,True,Con alternativa alcanzable,2,1,Part. Pagado,693,850,771.5,99,Part. Pagado
6740035,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,576,723,649.5,6,Otro
6740398,26,22,22,695.5,332.6,True,Con alternativa alcanzable,7,6,Part. Subvencionado,557,434,495.5,99,Otro
6741137,22,21,21,603.8,212.19999999999993,True,Con alternativa alcanzable,1,1,Part. Subvencionado,597,645,621.0,7,Otro
6744808,46,25,25,505.6,91.69999999999999,True,Con alternativa alcanzable,3,3,Municipal,500,587,543.5,3,Publico
6745613,22,21,21,758.4,383.7,True,Con alternativa alcanzable,14,4,Part. Subvencionado,583,682,632.5,9,Otro
6745914,8,1,1,505.4,142.5,True,Con alternativa alcanzable,6,2,Part. Subvencionado,0,0,0.0,99,Otro
6747551,21,19,19,615.1,233.40000000000003,True,Con alternativa alcanzable,2,2,Part. Subvencionado,583,609,596.0,99,Otro
6747632,8,6,6,557.7,194.80000000000007,True,Con alternativa alcanzable,4,1,Part. Subvencionado,555,539,547.0,99,Otro
6748786,4,4,4,802.8,339.29999999999995,True,Con alternativa alcanzable,1,1,Corp. Municipal,631,896,763.5,99,Publico
6749251,21,18,18,614.5,232.8,True,Con alternativa alcanzable,4,3,SLEP,484,508,496.0,99,Publico
6749724,28,28,28,679.5,292.9,True,Con alternativa alcanzable,2,1,Part. Subvencionado,511,567,539.0,2,Otro
6750096,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Pagado,650,601,625.5,99,Part. Pagado
6750189,5,2,2,522.85,48.450000000000045,True,Con alternativa alcanzable,1,1,Municipal,607,595,601.0,1,Publico
6750854,3,3,3,573.6,103.5,True,Con alternativa alcanzable,2,2,SLEP,467,412,439.5,6,Publico
6750989,11,10,10,599.7,245.10000000000002,True,Con alternativa alcanzable,4,1,Part. Subvencionado,410,412,411.0,2,Otro
6751189,3,3,3,619.45,115.55000000000007,True,Con alternativa alcanzable,4,4,Municipal,440,365,402.5,99,Publico
6752306,41,36,36,693.6,325.90000000000003,True,Con alternativa alcanzable,2,2,Part. Subvencionado,500,446,473.0,9,Otro
6752533,1,0,0,813.6,-97.69999999999993,False,"Con candidatos, sin alcanzar",16,4,Part. Subvencionado,699,880,789.5,1,Otro
6754387,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,410,421,415.5,1,Otro
6754839,3,1,1,536.2,16.700000000000045,True,Con alternativa alcanzable,8,2,Corp. Adm. Delegada,483,516,499.5,1,Otro
6755135,1,0,0,816.6,-94.69999999999993,False,"Con candidatos, sin alcanzar",9,3,Part. Pagado,710,923,816.5,5,Part. Pagado
6755179,7,7,7,642.8,196.34999999999997,True,Con alternativa alcanzable,6,6,Part. Subvencionado,699,793,746.0,1,Otro
6755689,28,28,28,752.3,365.69999999999993,True,Con alternativa alcanzable,3,1,Corp. Municipal,740,587,663.5,6,Publico
6756089,42,42,42,746.5,359.9,True,Con alternativa alcanzable,9,7,Part. Pagado,699,767,733.0,9,Part. Pagado
6756850,29,16,16,637.0,262.3,True,Con alternativa alcanzable,7,6,Municipal,424,474,449.0,2,Publico
6760117,45,14,14,465.2,90.5,True,Con alternativa alcanzable,7,6,Part. Subvencionado,467,421,444.0,99,Otro
6761321,8,7,7,600.8,164.49999999999994,True,Con alternativa alcanzable,4,3,Municipal,376,526,451.0,5,Publico
6762091,5,4,4,648.7,219.80000000000007,True,Con alternativa alcanzable,2,2,Part. Subvencionado,598,701,649.5,1,Otro
6762789,7,3,3,495.95,44.14999999999998,True,Con alternativa alcanzable,9,3,Part. Subvencionado,590,526,558.0,7,Otro
6764130,40,40,40,716.3,338.19999999999993,True,Con alternativa alcanzable,3,2,Part. Subvencionado,607,672,639.5,1,Otro
6765039,19,17,17,669.9,307.0,True,Con alternativa alcanzable,7,6,Part. Subvencionado,619,699,659.0,1,Otro
6766502,8,6,6,656.3,293.4,True,Con alternativa alcanzable,4,4,Municipal,484,570,527.0,2,Publico
6768066,1,1,1,617.6,168.10000000000002,True,Con alternativa alcanzable,5,5,Corp. Municipal,607,723,665.0,1,Publico
6768113,1,1,1,599.75,97.25,True,Con alternativa alcanzable,2,2,Part. Pagado,583,699,641.0,99,Part. Pagado
6769435,32,17,17,562.5,187.8,True,Con alternativa alcanzable,2,2,Municipal,511,508,509.5,1,Publico
6769789,1,1,1,676.5,224.0,True,Con alternativa alcanzable,2,2,Part. Subvencionado,492,539,515.5,99,Otro
6769974,11,11,11,775.0,420.4,True,Con alternativa alcanzable,2,1,Corp. Municipal,823,579,701.0,2,Publico
6770969,28,28,28,774.1,387.5,True,Con alternativa alcanzable,4,2,Municipal,671,596,633.5,99,Publico
6771806,8,7,7,592.2,181.15000000000003,True,Con alternativa alcanzable,1,1,SLEP,555,502,528.5,7,Publico
6772127,16,14,14,549.2,104.60000000000002,True,Con alternativa alcanzable,7,6,Municipal,525,529,527.0,99,Publico
6772225,39,39,39,651.7,250.40000000000003,True,Con alternativa alcanzable,11,4,Part. Subvencionado,685,661,673.0,7,Otro
6774349,48,43,43,602.8,235.09999999999997,True,Con alternativa alcanzable,5,5,Municipal,492,412,452.0,2,Publico
6776086,5,4,4,698.5,210.20000000000005,True,Con alternativa alcanzable,1,1,Part. Subvencionado,484,502,493.0,99,Otro
6776531,90,75,75,626.5,263.6,True,Con alternativa alcanzable,15,8,Part. Subvencionado,494,421,457.5,1,Otro
6776793,8,1,1,515.6,79.30000000000001,True,Con alternativa alcanzable,6,4,Part. Subvencionado,376,421,398.5,8,Otro
6776827,8,6,6,690.1,327.20000000000005,True,Con alternativa alcanzable,4,3,Municipal,477,526,501.5,7,Publico
6780244,3,0,0,481.4,-48.80000000000001,False,"Con candidatos, sin alcanzar",7,2,Part. Subvencionado,553,527,540.0,7,Otro
6781079,0,0,0,,,False,Sin candidatos evaluables,1,1,Municipal,0,553,276.5,3,Publico
6781959,1,0,0,807.5,-103.79999999999995,False,"Con candidatos, sin alcanzar",3,1,Part. Subvencionado,732,831,781.5,7,Otro
6784288,0,0,0,,,False,Sin candidatos evaluables,3,3,Part. Subvencionado,619,672,645.5,6,Otro
6784545,89,59,59,561.6,186.90000000000003,True,Con alternativa alcanzable,7,7,Part. Subvencionado,440,432,436.0,10,Otro
6784628,1,0,0,788.2,-123.09999999999991,False,"Con candidatos, sin alcanzar",11,2,Corp. Municipal,782,824,803.0,7,Publico
6785080,18,18,18,615.6,217.00000000000006,True,Con alternativa alcanzable,5,5,Part. Subvencionado,555,660,607.5,99,Otro
6786785,19,14,14,531.7,164.00000000000006,True,Con alternativa alcanzable,2,1,Corp. Municipal,511,403,457.0,6,Publico
6787067,38,32,32,638.6,270.90000000000003,True,Con alternativa alcanzable,5,5,SLEP,502,487,494.5,99,Publico
6787608,1,0,0,761.6,-149.69999999999993,False,"Con candidatos, sin alcanzar",7,4,Corp. Municipal,770,738,754.0,5,Publico
6787879,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,773,539,656.0,9,Otro
6787881,37,32,32,598.1,243.5,True,Con alternativa alcanzable,4,3,Corp. Adm. Delegada,477,460,468.5,1,Otro
6787956,23,17,17,554.1,174.0,True,Con alternativa alcanzable,7,6,Part. Subvencionado,350,502,426.0,1,Otro
6787990,25,17,17,606.4,225.8,True,Con alternativa alcanzable,6,6,Part. Subvencionado,634,609,621.5,3,Otro
6788540,19,9,9,491.4,72.0,True,Con alternativa alcanzable,4,1,Part. Subvencionado,528,503,515.5,99,Otro
6789545,1,0,0,453.1,-458.19999999999993,False,"Con candidatos, sin alcanzar",4,1,SLEP,484,403,443.5,99,Publico
6789854,14,10,10,521.65,144.2,True,Con alternativa alcanzable,6,2,Part. Subvencionado,589,496,542.5,99,Otro
6790239,1,0,0,878.2,-33.09999999999991,False,"Con candidatos, sin alcanzar",3,1,Part. Subvencionado,770,975,872.5,5,Otro
6791051,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Pagado,674,645,659.5,99,Part. Pagado
6791905,28,28,28,559.95,163.89999999999998,True,Con alternativa alcanzable,3,1,Part. Subvencionado,597,486,541.5,6,Otro
6792843,7,5,5,521.6,122.05000000000001,True,Con alternativa alcanzable,8,7,Part. Subvencionado,455,526,490.5,8,Otro
6795448,33,33,33,727.1,321.25000000000006,True,Con alternativa alcanzable,3,3,Part. Pagado,621,792,706.5,99,Part. Pagado
6796650,4,2,2,496.15,82.14999999999998,True,Con alternativa alcanzable,5,5,Corp. Municipal,499,539,519.0,1,Publico
6797110,46,37,37,636.6,254.90000000000003,True,Con alternativa alcanzable,12,12,SLEP,387,516,451.5,99,Publico
6798577,23,20,20,616.9,236.79999999999995,True,Con alternativa alcanzable,6,2,Corp. Municipal,583,595,589.0,5,Publico
6799498,12,11,11,811.8,382.20000000000005,True,Con alternativa alcanzable,9,6,Part. Subvencionado,492,579,535.5,1,Otro
6799583,1,0,0,839.9,-71.39999999999998,False,"Con candidatos, sin alcanzar",20,2,Part. Pagado,808,880,844.0,6,Part. Pagado
6802007,1,0,0,792.3,-119.0,False,"Con candidatos, sin alcanzar",4,1,SLEP,770,767,768.5,3,Publico
6806733,4,3,3,691.9,172.39999999999998,True,Con alternativa alcanzable,2,2,Part. Subvencionado,540,690,615.0,1,Otro
6806963,11,10,10,562.5,207.89999999999998,True,Con alternativa alcanzable,3,2,Corp. Adm. Delegada,484,495,489.5,6,Otro
6809690,18,10,10,508.2,126.5,True,Con alternativa alcanzable,1,1,SLEP,477,460,468.5,99,Publico
6810257,24,21,21,691.0,316.3,True,Con alternativa alcanzable,5,4,Part. Subvencionado,567,595,581.0,2,Otro
6811004,28,28,28,773.4,386.79999999999995,True,Con alternativa alcanzable,1,1,Part. Pagado,682,723,702.5,10,Part. Pagado
6812273,6,5,5,632.2,175.89999999999998,True,Con alternativa alcanzable,3,3,Part. Subvencionado,631,526,578.5,4,Otro
6813683,1,0,0,887.5,-23.799999999999955,False,"Con candidatos, sin alcanzar",12,1,Part. Subvencionado,699,1000,849.5,5,Otro
6814087,39,39,39,756.8,382.09999999999997,True,Con alternativa alcanzable,8,2,SLEP,674,601,637.5,3,Publico
6815617,4,3,3,514.4,129.79999999999995,True,Con alternativa alcanzable,7,7,Part. Subvencionado,424,618,521.0,99,Otro
6816928,19,19,19,760.4,392.7,True,Con alternativa alcanzable,4,1,Corp. Municipal,756,618,687.0,3,Publico
6818069,24,7,7,465.8,91.10000000000002,True,Con alternativa alcanzable,5,3,Part. Subvencionado,484,403,443.5,99,Otro
6818851,35,30,30,657.2,289.50000000000006,True,Con alternativa alcanzable,12,7,SLEP,540,553,546.5,99,Publico
6819452,36,30,30,543.7,162.00000000000006,True,Con alternativa alcanzable,2,2,Part. Subvencionado,500,496,498.0,4,Otro
6819490,14,9,9,582.3,162.99999999999994,True,Con alternativa alcanzable,6,6,Part. Subvencionado,567,539,553.0,9,Otro
6820558,3,2,2,646.2,126.70000000000005,True,Con alternativa alcanzable,2,1,Part. Subvencionado,514,581,547.5,99,Otro
6821113,1,0,0,762.2,-149.0999999999999,False,"Con candidatos, sin alcanzar",13,2,Part. Subvencionado,710,824,767.0,1,Otro
6822903,36,31,31,549.7,167.2,True,Con alternativa alcanzable,7,5,Part. Subvencionado,583,526,554.5,7,Otro
6824514,0,0,0,,,False,Sin candidatos evaluables,2,2,Corp. Municipal,607,587,597.0,99,Publico
6825309,1,0,0,846.8,-64.5,False,"Con candidatos, sin alcanzar",10,3,Part. Subvencionado,860,824,842.0,3,Otro
6825736,7,7,7,769.25,317.84999999999997,True,Con alternativa alcanzable,6,6,Part. Subvencionado,671,838,754.5,8,Otro
6826112,2,2,2,645.0,208.2,True,Con alternativa alcanzable,3,3,Part. Subvencionado,634,660,647.0,10,Otro
6827441,8,6,6,580.4,217.5,True,Con alternativa alcanzable,4,1,Part. Subvencionado,486,581,533.5,99,Otro
6827723,1,0,0,754.6,-156.69999999999993,False,"Con candidatos, sin alcanzar",18,1,Part. Subvencionado,697,726,711.5,8,Otro
6828019,24,19,19,541.2,173.50000000000006,True,Con alternativa alcanzable,17,4,Part. Subvencionado,540,365,452.5,99,Otro
6828064,4,2,2,501.3,51.30000000000001,True,Con alternativa alcanzable,1,1,Part. Subvencionado,555,486,520.5,8,Otro
6828190,1,0,0,552.4,-358.9,False,"Con candidatos, sin alcanzar",5,1,Part. Pagado,502,542,522.0,99,Part. Pagado
6829323,57,50,50,594.3,177.15000000000003,True,Con alternativa alcanzable,18,14,Part. Pagado,596,683,639.5,99,Part. Pagado
6830891,1,0,0,553.1,-20.199999999999932,False,"Con candidatos, sin alcanzar",1,1,Part. Subvencionado,577,529,553.0,99,Otro
6831668,24,15,15,591.5,216.8,True,Con alternativa alcanzable,4,2,Corp. Adm. Delegada,589,595,592.0,5,Otro
6832519,7,2,2,462.4,21.0,True,Con alternativa alcanzable,7,2,Corp. Adm. Delegada,477,486,481.5,99,Otro
6835733,24,17,17,508.3,98.19999999999999,True,Con alternativa alcanzable,3,3,Part. Subvencionado,484,460,472.0,99,Otro
6836507,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,583,486,534.5,99,Otro
6838639,23,23,23,780.4,360.3,True,Con alternativa alcanzable,3,2,Part. Pagado,634,948,791.0,1,Part. Pagado
6838990,46,42,42,648.8,257.1,True,Con alternativa alcanzable,13,10,Municipal,583,767,675.0,8,Publico
6840516,32,30,30,611.5,208.29999999999995,True,Con alternativa alcanzable,6,6,Part. Subvencionado,634,631,632.5,1,Otro
6840967,4,1,1,436.25,4.75,True,Con alternativa alcanzable,5,4,Part. Subvencionado,440,486,463.0,99,Otro
6841039,21,18,18,584.3,202.59999999999997,True,Con alternativa alcanzable,3,3,Part. Subvencionado,567,474,520.5,5,Otro
6843475,21,8,8,589.7,215.00000000000006,True,Con alternativa alcanzable,1,1,Corp. Adm. Delegada,525,502,513.5,1,Otro
6843803,1,0,0,800.4,-110.89999999999998,False,"Con candidatos, sin alcanzar",6,2,Part. Pagado,710,900,805.0,99,Part. Pagado
6844149,4,4,4,740.1,272.5,True,Con alternativa alcanzable,2,2,Part. Subvencionado,634,710,672.0,1,Otro
6844188,2,2,2,533.6,101.5,True,Con alternativa alcanzable,3,3,Part. Subvencionado,619,672,645.5,8,Otro
6844586,30,27,27,790.1,427.20000000000005,True,Con alternativa alcanzable,20,6,Part. Subvencionado,597,699,648.0,1,Otro
6844641,1,1,1,586.75,137.95,True,Con alternativa alcanzable,3,3,Part. Subvencionado,477,595,536.0,2,Otro
6844776,11,10,10,486.9,132.29999999999995,True,Con alternativa alcanzable,7,1,Part. Subvencionado,484,502,493.0,9,Otro
6845258,6,4,4,798.7,315.35,True,Con alternativa alcanzable,9,3,SLEP,795,792,793.5,3,Publico
6845486,23,20,20,614.3,246.59999999999997,True,Con alternativa alcanzable,3,2,Municipal,540,474,507.0,7,Publico
6846675,50,42,42,675.5,312.6,True,Con alternativa alcanzable,16,16,SLEP,576,334,455.0,6,Publico
6846964,15,10,10,529.4,162.10000000000002,True,Con alternativa alcanzable,16,6,Part. Subvencionado,477,601,539.0,99,Otro
6847132,1,0,0,858.4,-52.89999999999998,False,"Con candidatos, sin alcanzar",13,2,Part. Pagado,770,923,846.5,9,Part. Pagado
6849036,1,0,0,283.2,-349.59999999999997,False,"Con candidatos, sin alcanzar",1,1,SLEP,647,570,608.5,7,Publico
6849042,4,4,4,577.75,155.25,True,Con alternativa alcanzable,5,5,Part. Subvencionado,477,660,568.5,4,Otro
6849084,8,6,6,618.0,255.10000000000002,True,Con alternativa alcanzable,1,1,Part. Subvencionado,484,579,531.5,10,Otro
6850686,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Pagado,690,900,795.0,5,Part. Pagado
6851898,1,0,0,782.9,-128.39999999999998,False,"Con candidatos, sin alcanzar",20,1,Part. Pagado,674,807,740.5,7,Part. Pagado
6853219,2,2,2,600.4,65.89999999999998,True,Con alternativa alcanzable,2,2,Municipal,397,446,421.5,99,Publico
6854002,10,9,9,644.2,242.80000000000007,True,Con alternativa alcanzable,4,2,Part. Subvencionado,525,682,603.5,99,Otro
6854400,47,29,29,543.0,154.7,True,Con alternativa alcanzable,13,4,Part. Subvencionado,567,553,560.0,2,Otro
6855714,12,0,0,409.1,-44.69999999999999,False,"Con candidatos, sin alcanzar",8,6,Part. Subvencionado,511,0,255.5,1,Otro
6856001,22,16,16,571.4,191.29999999999995,True,Con alternativa alcanzable,5,5,Part. Subvencionado,502,474,488.0,6,Otro
6856272,11,11,11,602.5,203.39999999999998,True,Con alternativa alcanzable,1,1,Part. Subvencionado,596,518,557.0,99,Otro
6856370,24,14,14,653.4,278.7,True,Con alternativa alcanzable,3,2,Part. Subvencionado,590,508,549.0,7,Otro
6857469,8,6,6,580.3,217.39999999999998,True,Con alternativa alcanzable,6,2,Part. Subvencionado,467,495,481.0,3,Otro
6859326,40,31,31,686.5,323.6,True,Con alternativa alcanzable,7,6,SLEP,583,510,546.5,1,Publico
6860342,1,0,0,859.4,-51.89999999999998,False,"Con candidatos, sin alcanzar",12,1,Part. Pagado,710,1000,855.0,8,Part. Pagado
6864157,1,1,1,596.1,72.64999999999998,True,Con alternativa alcanzable,1,1,Part. Subvencionado,569,589,579.0,99,Otro
6864749,28,11,11,534.7,160.00000000000006,True,Con alternativa alcanzable,6,3,Part. Subvencionado,477,422,449.5,9,Otro
6866000,9,8,8,615.6,231.0,True,Con alternativa alcanzable,4,3,Part. Subvencionado,631,601,616.0,5,Otro
6866585,1,0,0,593.7,-54.39999999999998,False,"Con candidatos, sin alcanzar",2,2,Corp. Municipal,397,474,435.5,4,Publico
6866832,37,17,17,556.1,181.40000000000003,True,Con alternativa alcanzable,9,6,Part. Subvencionado,455,432,443.5,99,Otro
6867410,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,397,486,441.5,1,Otro
6867411,3,2,2,543.6,24.100000000000023,True,Con alternativa alcanzable,4,2,Part. Pagado,583,486,534.5,8,Part. Pagado
6868559,1,0,0,765.2,-146.0999999999999,False,"Con candidatos, sin alcanzar",15,2,Part. Subvencionado,777,824,800.5,2,Otro
6868651,18,3,3,436.8,18.69999999999999,True,Con alternativa alcanzable,3,1,Part. Subvencionado,440,460,450.0,5,Otro
6869339,1,0,0,613.1,-298.19999999999993,False,"Con candidatos, sin alcanzar",6,2,Part. Subvencionado,607,539,573.0,8,Otro
6869422,24,15,15,513.7,100.80000000000001,True,Con alternativa alcanzable,19,6,Part. Subvencionado,583,595,589.0,5,Otro
6869423,13,13,13,763.35,364.6,True,Con alternativa alcanzable,4,4,Part. Subvencionado,690,710,700.0,2,Otro
6869678,0,0,0,,,False,Sin candidatos evaluables,1,1,Municipal,634,567,600.5,99,Publico
6870999,1,0,0,835.1,-76.19999999999993,False,"Con candidatos, sin alcanzar",10,1,SLEP,916,780,848.0,7,Publico
6872237,52,51,51,705.4,337.7,True,Con alternativa alcanzable,6,4,Part. Subvencionado,690,738,714.0,1,Otro
6872608,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,699,529,614.0,3,Otro
6872610,5,5,5,612.95,137.5,True,Con alternativa alcanzable,4,4,Part. Subvencionado,540,508,524.0,99,Otro
6874983,15,0,0,493.3,-6.199999999999989,False,"Con candidatos, sin alcanzar",9,9,Part. Subvencionado,569,447,508.0,5,Otro
6875328,18,18,18,692.7,266.00000000000006,True,Con alternativa alcanzable,6,5,Part. Pagado,782,672,727.0,10,Part. Pagado
6876999,11,11,11,769.8,337.4,True,Con alternativa alcanzable,4,4,Part. Subvencionado,607,861,734.0,3,Otro
6877163,4,4,4,639.4,214.59999999999997,True,Con alternativa alcanzable,3,2,Part. Subvencionado,576,595,585.5,9,Otro
6878075,9,8,8,554.3,152.89999999999998,True,Con alternativa alcanzable,1,1,Municipal,523,588,555.5,5,Publico
6879562,21,4,4,534.9,160.2,True,Con alternativa alcanzable,3,1,Part. Subvencionado,484,0,242.0,1,Otro
6880543,25,22,22,801.6,438.70000000000005,True,Con alternativa alcanzable,4,3,Municipal,576,609,592.5,99,Publico
6881893,5,5,5,669.7,215.39999999999998,True,Con alternativa alcanzable,7,5,Part. Subvencionado,674,699,686.5,1,Otro
6881894,2,0,0,463.25,-51.799999999999955,False,"Con candidatos, sin alcanzar",3,3,,477,502,489.5,99,Otro
6881980,45,38,38,708.5,340.8,True,Con alternativa alcanzable,8,5,Part. Subvencionado,467,432,449.5,10,Otro
6885885,3,2,2,556.5,37.0,True,Con alternativa alcanzable,4,2,Part. Subvencionado,634,502,568.0,7,Otro
6885924,21,20,20,653.9,272.2,True,Con alternativa alcanzable,3,3,Part. Pagado,576,579,577.5,6,Part. Pagado
6886188,0,0,0,,,False,Sin candidatos evaluables,3,3,Part. Subvencionado,583,502,542.5,99,Otro
6887623,47,41,41,677.3,302.59999999999997,True,Con alternativa alcanzable,5,4,Corp. Adm. Delegada,590,553,571.5,1,Otro
6891939,18,18,18,606.3,211.09999999999997,True,Con alternativa alcanzable,6,6,Municipal,543,589,566.0,2,Publico
6891997,3,3,3,569.1,104.60000000000002,True,Con alternativa alcanzable,3,3,SLEP,484,601,542.5,1,Publico
6891998,12,12,12,698.5,246.8,True,Con alternativa alcanzable,3,3,Part. Subvencionado,607,587,597.0,99,Otro
6892494,18,18,18,836.4,456.29999999999995,True,Con alternativa alcanzable,2,1,Part. Subvencionado,808,842,825.0,6,Otro
6892757,17,11,11,610.3,160.90000000000003,True,Con alternativa alcanzable,8,8,SLEP,710,618,664.0,1,Publico
6893232,1,0,0,799.5,-111.79999999999995,False,"Con candidatos, sin alcanzar",8,1,Part. Subvencionado,761,822,791.5,8,Otro
6895303,7,7,7,594.55,189.45000000000005,True,Con alternativa alcanzable,14,7,Part. Subvencionado,710,581,645.5,1,Otro
6896019,8,5,5,673.6,237.3,True,Con alternativa alcanzable,5,3,Part. Subvencionado,471,529,500.0,2,Otro
6896518,40,34,34,574.1,192.40000000000003,True,Con alternativa alcanzable,5,5,Part. Subvencionado,500,462,481.0,1,Otro
6897500,22,13,13,593.7,219.00000000000006,True,Con alternativa alcanzable,13,5,Corp. Adm. Delegada,577,618,597.5,2,Otro
6897592,18,18,18,839.3,459.19999999999993,True,Con alternativa alcanzable,1,1,SLEP,607,660,633.5,99,Publico
6898006,1,0,0,752.1,-159.19999999999993,False,"Con candidatos, sin alcanzar",15,2,Part. Subvencionado,732,690,711.0,2,Otro
6898499,29,5,5,438.3,41.5,True,Con alternativa alcanzable,2,2,Part. Subvencionado,440,446,443.0,6,Otro
6900430,6,4,4,828.5,251.95000000000005,True,Con alternativa alcanzable,11,3,Corp. Municipal,634,631,632.5,99,Publico
6901144,0,0,0,,,False,Sin candidatos evaluables,1,1,SLEP,690,660,675.0,6,Publico
6901717,54,17,17,463.8,89.10000000000002,True,Con alternativa alcanzable,7,7,Part. Subvencionado,455,446,450.5,3,Otro
6903037,7,0,0,503.7,-1.3000000000000114,False,"Con candidatos, sin alcanzar",4,4,Part. Subvencionado,410,446,428.0,3,Otro
6903121,25,24,24,805.4,430.7,True,Con alternativa alcanzable,6,3,SLEP,567,780,673.5,2,Publico
6903434,67,64,64,649.9,282.2,True,Con alternativa alcanzable,5,5,Part. Subvencionado,467,539,503.0,2,Otro
6905328,6,5,5,710.6,194.95000000000005,True,Con alternativa alcanzable,9,6,Part. Pagado,690,601,645.5,6,Part. Pagado
6907986,6,6,6,628.35,144.15000000000003,True,Con alternativa alcanzable,12,10,Corp. Adm. Delegada,511,539,525.0,2,Otro
6909779,1,0,0,798.1,-113.19999999999993,False,"Con candidatos, sin alcanzar",14,2,Part. Subvencionado,770,780,775.0,2,Otro
6910474,13,12,12,616.0,190.35000000000002,True,Con alternativa alcanzable,4,4,Part. Subvencionado,492,516,504.0,1,Otro
6911620,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,540,508,524.0,7,Otro
6913656,2,1,1,560.55,115.34999999999997,True,Con alternativa alcanzable,1,1,Part. Subvencionado,583,432,507.5,3,Otro
6913791,1,0,0,463.5,-14.800000000000011,False,"Con candidatos, sin alcanzar",1,1,Municipal,0,690,345.0,1,Publico
6914719,7,5,5,649.4,213.09999999999997,True,Con alternativa alcanzable,11,3,Part. Subvencionado,511,495,503.0,6,Otro
6915474,21,7,7,492.3,101.0,True,Con alternativa alcanzable,1,1,Municipal,540,462,501.0,99,Publico
6915668,15,11,11,556.0,193.10000000000002,True,Con alternativa alcanzable,5,4,Part. Subvencionado,577,476,526.5,99,Otro
6915814,0,0,0,,,False,Sin candidatos evaluables,1,1,Part. Subvencionado,660,674,667.0,99,Otro
6916485,29,27,27,638.0,257.9,True,Con alternativa alcanzable,4,4,Municipal,567,516,541.5,8,Publico
6917253,1,0,0,896.5,-14.799999999999955,False,"Con candidatos, sin alcanzar",1,1,Part. Subvencionado,878,938,908.0,9,Otro
6919802,15,14,14,655.95,257.45000000000005,True,Con alternativa alcanzable,7,6,Part. Subvencionado,690,690,690.0,4,Otro
6919876,11,10,10,609.1,242.19999999999993,True,Con alternativa alcanzable,4,1,Part. Pagado,621,631,626.0,99,Part. Pagado
6919968,3,2,2,751.7,304.1,True,Con alternativa alcanzable,3,2,Part. Subvencionado,598,648,623.0,6,Otro
6921990,3,2,2,532.8,27.100000000000023,True,Con alternativa alcanzable,3,3,Municipal,492,508,500.0,99,Publico
6921993,37,33,33,625.8,258.09999999999997,True,Con alternativa alcanzable,4,2,SLEP,467,432,449.5,4,Publico
6923222,1,1,1,562.4,113.59999999999997,True,Con alternativa alcanzable,1,1,Part. Subvencionado,387,349,368.0,3,Otro
6925297,88,54,54,534.9,97.5,True,Con alternativa alcanzable,10,8,Part. Subvencionado,597,595,596.0,2,Otro
